Scheme Name	Net Asset Value
HDFC Charity Fund for Cancer Cure - IDCW Option - 75% IDCW Donation Option	10.0454
HDFC Charity Fund for Cancer Cure - IDCW Option - Direct Plan - 50% IDCW Donation Option	10.044
HDFC Charity Fund for Cancer Cure - IDCW Option - Direct Plan - 75% IDCW Donation Option	10.0456
HDFC FMP 1100D April 2019 (1) - Growth Option	12.3999
HDFC FMP 1100D April 2019 (1) - Growth Option - Direct Plan	12.4731
HDFC FMP 1100D April 2019 (1) - IDCW Option	10
HDFC FMP 1100D April 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1100D April 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1100D April 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1118D March 2019 (1) - Growth Option	12.3925
HDFC FMP 1118D March 2019 (1) - Growth Option - Direct Plan	12.4472
HDFC FMP 1118D March 2019 (1) - IDCW Option	10
HDFC FMP 1118D March 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1118D March 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1120D March 2019 (1) - Growth Option	12.354
HDFC FMP 1120D March 2019 (1) - Growth Option - Direct Plan	12.452
HDFC FMP 1120D March 2019 (1) - IDCW Option	10
HDFC FMP 1120D March 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1120D March 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1120D March 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1126D March 2019 (1) - Growth Option	12.5025
HDFC FMP 1126D March 2019 (1) - Growth Option - Direct Plan	12.6016
HDFC FMP 1126D March 2019 (1) - IDCW Option	10
HDFC FMP 1126D March 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1126D March 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1126D March 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1127D March 2019 (1) - Growth Option	12.4084
HDFC FMP 1127D March 2019 (1) - Growth Option - Direct Plan	12.507
HDFC FMP 1127D March 2019 (1) - IDCW Option	10
HDFC FMP 1127D March 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1127D March 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1127D March 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1133D February 2019 (1) - Growth Option	12.5318
HDFC FMP 1133D February 2019 (1) - Growth Option - Direct Plan	12.6314
HDFC FMP 1133D February 2019 (1) - IDCW Option	10
HDFC FMP 1133D February 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1133D February 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1133D February 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1146D February 2019 (1) - Growth Option	12.5851
HDFC FMP 1146D February 2019 (1) - Growth Option - Direct Plan	12.6858
HDFC FMP 1146D February 2019 (1) - IDCW Option	10
HDFC FMP 1146D February 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1146D February 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1146D February 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1154D February 2019 (1) - Growth Option	12.575
HDFC FMP 1154D February 2019 (1) - Growth Option - Direct Plan	12.675
HDFC FMP 1154D February 2019 (1) - IDCW Option	10
HDFC FMP 1154D February 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1154D February 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1154D February 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1158D July 2022 - Growth Option	10.7267
HDFC FMP 1158D July 2022 - Growth Option - Direct Plan	10.7611
HDFC FMP 1158D July 2022 - IDCW Option	10.7267
HDFC FMP 1158D July 2022 - IDCW Option - Direct Plan	10.7611
HDFC FMP 1158D July 2022 - Quarterly IDCW Option	10.0999
HDFC FMP 1158D July 2022 - Quarterly IDCW Option - Direct Plan	10.1061
HDFC FMP 1162D March 2022 - Growth Option	10.6608
HDFC FMP 1162D March 2022 - Growth Option - Direct Plan	10.6844
HDFC FMP 1162D March 2022 - IDCW Option	10.6608
HDFC FMP 1162D March 2022 - IDCW Option - Direct Plan	10.6844
HDFC FMP 1162D March 2022 - Quarterly Dividend Option	10.1168
HDFC FMP 1162D March 2022 - Quarterly Dividend Option - Direct Plan	10.1197
HDFC FMP 1168D January 2019 (1) - Growth Option	12.6644
HDFC FMP 1168D January 2019 (1) - Growth Option - Direct Plan	12.7715
HDFC FMP 1168D January 2019 (1) - IDCW Option	10
HDFC FMP 1168D January 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1168D January 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1168D January 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1170D February 2017 (1) - Direct Option - Dividend Option	10
HDFC FMP 1170D February 2017 (1) - Direct Option - Growth Option	12.8951
HDFC FMP 1170D February 2017 (1) - Direct Option - Quarterly Dividend Option	10
HDFC FMP 1170D February 2017 (1) - Regular Option - Dividend Option	10
HDFC FMP 1170D February 2017 (1) - Regular Option - Growth Option	12.7436
HDFC FMP 1170D February 2017 (1) - Regular Option - Quarterly Dividend Option	10
HDFC FMP 1175D January 2019 (1) - Growth Option	12.6824
HDFC FMP 1175D January 2019 (1) - Growth Option - Direct Plan	12.7896
HDFC FMP 1175D January 2019 (1) - IDCW Option	10
HDFC FMP 1175D January 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1175D January 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1175D January 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1182D January 2019 (1) - Growth Option	12.7229
HDFC FMP 1182D January 2019 (1) - Growth Option - Direct Plan	12.8188
HDFC FMP 1182D January 2019 (1) - IDCW Option	10
HDFC FMP 1182D January 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1182D January 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1190D January 2019 (1) - Growth Option	12.7474
HDFC FMP 1190D January 2019 (1) - Growth Option - Direct Plan	12.8425
HDFC FMP 1190D January 2019 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1190D January 2019 (1) - Quarterly IDCW Option	10
HDFC FMP 1190D January 2019 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1196D December 2018 (1) - Growth Option	12.7552
HDFC FMP 1196D December 2018 (1) - Growth Option - Direct Plan	12.857
HDFC FMP 1196D December 2018 (1) - IDCW Option	10
HDFC FMP 1196D December 2018 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1196D December 2018 (1) - Quarterly IDCW Option	10
HDFC FMP 1196D December 2018 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1203D December 2018 (1) - Growth Option	12.78
HDFC FMP 1203D December 2018 (1) - Growth Option - Direct Plan	12.8755
HDFC FMP 1203D December 2018 (1) - IDCW Option	10
HDFC FMP 1203D December 2018 (1) - Quarterly IDCW Option	10
HDFC FMP 1204D December - Growth Option	10.4536
HDFC FMP 1204D December - Growth Option - Direct Plan	10.4712
HDFC FMP 1204D December - IDCW Option	10.4536
HDFC FMP 1204D December - IDCW Option - Direct Plan	10.4712
HDFC FMP 1204D December - Quarterly IDCW Option	10.1829
HDFC FMP 1204D December - Quarterly IDCW Option - Direct Plan	10.188
HDFC FMP 1211D December 2018 (1) - Growth Option	12.7973
HDFC FMP 1211D December 2018 (1) - Growth Option - Direct Plan	12.8967
HDFC FMP 1218D December 2018 (1) - Growth Option	12.8676
HDFC FMP 1218D December 2018 (1) - Growth Option - Direct Plan	12.9629
HDFC FMP 1218D December 2018 (1) - IDCW Option	10
HDFC FMP 1218D December 2018 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1218D December 2018 (1) - Quarterly IDCW Option	10
HDFC FMP 1218D December 2018(1)-Direct Plan-Quarterly Div Option	10
HDFC FMP 1224D DECEMBER 2018 (1) - Growth Option	12.8352
HDFC FMP 1224D DECEMBER 2018 (1) - Growth Option - Direct Plan	12.9448
HDFC FMP 1224D DECEMBER 2018 (1) - IDCW Option	10
HDFC FMP 1224D DECEMBER 2018 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1224D DECEMBER 2018 (1) - Quarterly IDCW Option	10
HDFC FMP 1232D NOVEMBER 2018 (1) - Growth Option	12.9599
HDFC FMP 1232D NOVEMBER 2018 (1) - Growth Option - Direct Plan	13.0571
HDFC FMP 1232D NOVEMBER 2018 (1) - Quarterly IDCW Option	10
HDFC FMP 1232D NOVEMBER 2018 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1246D NOVEMBER 2018 (1) - Growth Option	12.994
HDFC FMP 1246D NOVEMBER 2018 (1) - Growth Option - Direct Plan	13.0912
HDFC FMP 1246D NOVEMBER 2018 (1) - IDCW Option	10
HDFC FMP 1246D NOVEMBER 2018 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1246D NOVEMBER 2018 (1) - Quarterly IDCW Option	10
HDFC FMP 1246D NOVEMBER 2018 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1260D October 2018 (1) - Growth Option	13.0583
HDFC FMP 1260D October 2018 (1) - Growth Option - Direct Plan	13.1714
HDFC FMP 1260D October 2018 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1261D October 2018 (1) - Growth Option	12.9691
HDFC FMP 1261D October 2018 (1) - Growth Option - Direct Plan	13.0815
HDFC FMP 1261D October 2018 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1261D October 2018 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1265D October 2018 (1) - Growth Option	13.0684
HDFC FMP 1265D October 2018 (1) - Growth Option - Direct Plan	13.2028
HDFC FMP 1265D October 2018 (1) - IDCW Option	10
HDFC FMP 1265D October 2018 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1265D October 2018 (1) - Quarterly IDCW Option	10
HDFC FMP 1265D October 2018 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1269D March 2023 - Growth Option	10.2748
HDFC FMP 1269D March 2023 - Growth Option - Direct Plan	10.2851
HDFC FMP 1269D March 2023 - IDCW Option	10.2748
HDFC FMP 1269D March 2023 - IDCW Option - Direct Plan	10.2851
HDFC FMP 1269D March 2023 - Quarterly IDCW Option	10.085
HDFC FMP 1269D March 2023 - Quarterly IDCW Option - Direct Plan	10.0899
HDFC FMP 1274D October 2018 (1) - Growth Option	13.105
HDFC FMP 1274D October 2018 (1) - Growth Option - Direct Plan	13.2233
HDFC FMP 1274D October 2018 (1) - IDCW Option	10
HDFC FMP 1274D October 2018 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1274D October 2018 (1) - Quarterly IDCW Option	10
HDFC FMP 1274D October 2018 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1280D October 2018 (1) - Growth Option	13.1298
HDFC FMP 1280D October 2018 (1) - Growth Option - Direct Plan	13.2549
HDFC FMP 1280D October 2018 (1) - Quarterly IDCW Option	10
HDFC FMP 1344D October 2018 (1) - Growth Option	13.3581
HDFC FMP 1344D October 2018 (1) - Growth Option - Direct Plan	13.5064
HDFC FMP 1344D October 2018 (1) - IDCW Option	10
HDFC FMP 1344D October 2018 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1344D October 2018 (1) - Quarterly IDCW Option	10
HDFC FMP 1344D October 2018 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1359D September - Growth Option	10.6664
HDFC FMP 1359D September - Growth Option - Direct Plan	10.6909
HDFC FMP 1359D September - IDCW Option	10.6664
HDFC FMP 1359D September - IDCW Option - Direct Plan	10.6909
HDFC FMP 1359D September - Quarterly IDCW Option	10.1252
HDFC FMP 1359D September - Quarterly IDCW Option - Direct Plan	10.1304
HDFC FMP 1372D September 2018 (1) - Growth Option	13.3497
HDFC FMP 1372D September 2018 (1) - Growth Option - Direct Plan	13.4575
HDFC FMP 1372D September 2018 (1) - IDCW Option	10
HDFC FMP 1372D September 2018 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1372D September 2018 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1381D September 2018 (1) - Growth Option	13.4359
HDFC FMP 1381D September 2018 (1) - Growth Option - Direct Plan	13.5632
HDFC FMP 1381D September 2018 (1) - IDCW Option	10
HDFC FMP 1381D September 2018 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1381D September 2018 (1) - Quarterly IDCW Option	10
HDFC FMP 1381D September 2018 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1406D August 2022 - Growth Option	10.6189
HDFC FMP 1406D August 2022 - Growth Option - Direct Plan	10.6485
HDFC FMP 1406D August 2022 - IDCW Option	10.6189
HDFC FMP 1406D August 2022 - IDCW Option - Direct Plan	10.6485
HDFC FMP 1406D August 2022 - Quarterly IDCW Option	10.0929
HDFC FMP 1406D August 2022 - Quarterly IDCW Option - Direct Plan	10.0986
HDFC FMP 1434D May 2018 (1) - Growth Option	13.386
HDFC FMP 1434D May 2018 (1) - Growth Option - Direct Plan	13.5183
HDFC FMP 1434D May 2018 (1) - IDCW Option	10
HDFC FMP 1434D May 2018 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1434D May 2018 (1) - Quarterly IDCW Option	10
HDFC FMP 1434D May 2018 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1487D August 2018 (1) - Growth Option	13.9793
HDFC FMP 1487D August 2018 (1) - Growth Option - Direct Plan	14.1762
HDFC FMP 1487D August 2018 (1) - IDCW Option	10
HDFC FMP 1487D August 2018 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1487D August 2018 (1) - Quarterly IDCW Option - Direct Plan	10
HDFC FMP 1846D August 2013 (1) - Growth Option	21.3673
HDFC FMP 1846D August 2013 (1) - Growth Option - Direct Plan	21.9648
HDFC FMP 1846D August 2013 (1) - IDCW Option	10
HDFC FMP 1846D August 2013 (1) - IDCW Option - Direct Plan	10
HDFC FMP 1861D March 2022 - Growth Option	10.6954
HDFC FMP 1861D March 2022 - Growth Option - Direct Plan	10.7226
HDFC FMP 1861D March 2022 - IDCW Option	10.6954
HDFC FMP 1861D March 2022 - IDCW Option - Direct Plan	10.7226
HDFC FMP 1861D March 2022 - Quarterly Dividend Option	10.0876
HDFC FMP 1861D March 2022 - Quarterly Dividend Option - Direct Plan	10.0909
HDFC FMP 1876D March 2022 - Growth Option	10.6629
HDFC FMP 1876D March 2022 - Growth Option - Direct Plan	10.6859
HDFC FMP 1876D March 2022 - IDCW Option	10.6629
HDFC FMP 1876D March 2022 - IDCW Option - Direct Plan	10.6859
HDFC FMP 1876D March 2022 - Quarterly Dividend Option	10.0853
HDFC FMP 1876D March 2022 - Quarterly Dividend Option - Direct Plan	10.0882
HDFC FMP 2638D February 2023 - Growth Option	10.5206
HDFC FMP 2638D February 2023 - Growth Option - Direct Plan	10.5351
HDFC FMP 2638D February 2023 - IDCW Option	10.5206
HDFC FMP 2638D February 2023 - Quarterly IDCW Option	10.2373
HDFC FMP 2638D February 2023 - Quarterly IDCW Option - Direct Plan	10.2426
HDFC FMP 3360D March 2014 (1) - Flexi Option	18.4345
HDFC FMP 3360D March 2014 (1) - Flexi Option - Direct Plan	18.675
HDFC FMP 3360D March 2014 (1) - Growth Option	18.4345
HDFC FMP 3360D March 2014 (1) - Growth Option - Direct Plan	18.675
HDFC FMP 3360D March 2014 (1) - IDCW Option	10
HDFC FMP 3360D March 2014 (1) - IDCW Option - Direct Plan	10
HDFC FMP 3360D March 2014 (1) - Quarterly IDCW Option	10
HDFC FMP 3360D March 2014 (1) - Quarterly IDCW Option - Direct Plan	10
HSBC Fixed Term Series 125 - Direct Plan Growth Option	12.6358
HSBC Fixed Term Series 125 - Dividend Option	10
HSBC Fixed Term Series 125 - Growth Option	12.5053
HSBC Fixed Term Series 126 - Direct Plan Growth Option	12.5896
HSBC Fixed Term Series 126 - Dividend Option	10
HSBC Fixed Term Series 126 - Growth Option	12.4567
HSBC Fixed Term Series 128 - Direct Plan Growth Option	12.3266
HSBC Fixed Term Series 128 - Growth Option	12.1978
HSBC FTS 128 - IDCW - Tenure 1106 Days - Maturity: 29-Apr-2020	10
HSBC Fixed Term Series 129 - Direct Plan Growth Option	12.3834
HSBC Fixed Term Series 129 - Growth Option	12.2853
HSBC FTS 129 - IDCW - Tenure 1120 Days - Maturity: 30-Jun-2020	10
HSBC Fixed Term Series 130 - Growth Option	12.4433
HSBC FTS 130 - IDCW - Tenure 1204 Days - Maturity: 08-Apr-2021	10
HSBC FTS 130 - IDCW Direct Plan-Tenure 1204 Days-Maturity: 08-Apr-2021	12.5287
HSBC Fixed Term Series 131 - Direct Plan Growth Option	12.2882
HSBC Fixed Term Series 131 - Growth Option	12.1877
HSBC FTS 131 - IDCW - Tenure 1140 Days -  Maturity: 03-May-2021	10
HSBC Fixed Term Series 132 - Direct Plan Growth Option	12.7291
HSBC Fixed Term Series 132 - Growth Option	12.646
HSBC FTS 132 - IDCW - Tenure 1149 Days - Maturity: 03-May-2021	10
HSBC FTS 132 - IDCW Direct Plan-Tenure 1149 Days-Maturity: 03-May-2021	10
HSBC Fixed Term Series 133 - Direct Plan Growth Option	12.3742
HSBC Fixed Term Series 133 - Growth Option	12.2944
HSBC FTS 133 - IDCW - Tenure 1134 Days - Maturity: 03-May-2021	10
HSBC FTS 133 - IDCW Direct Plan-Tenure 1134 Days-Maturity: 03-May-2021	10
HSBC Fixed Term Series 134 - Direct Plan Growth Option	11.202
HSBC Fixed Term Series 134 - Dividend Option	10
HSBC FTS 134 - IDCW - Tenure 1118 Days - Maturity: 29-Jun-2021	11.0782
HSBC FTS 134 - IDCW Direct Plan - Tenure 1118 Days - Maturity: 29-Jun-2021	10
HSBC Fixed Term Series 135 - Direct Plan Growth Option	11.1898
HSBC Fixed Term Series 135 - Growth Option	11.0813
HSBC FTS 135 - IDCW - Tenure 1117 Days - Maturity: 30-Jul-2021	10
HSBC FTS 135 - IDCW Direct Plan - Tenure 1117 Days - Maturity: 30-Jul-2021	10
HSBC Fixed Term Series 136 - Direct Plan Growth Option	11.3493
HSBC Fixed Term Series 136 - Growth Option	11.2368
HSBC FTS 136 - IDCW - Tenure 1145 Days - Maturity: 30-Sep-2021	10
HSBC FTS 136 - IDCW Direct Plan - Tenure 1145 Days - Maturity: 30-Sep-2021	10
HSBC Fixed Term Series 137 - Growth Option	12.7062
HSBC Fixed Term Series 137 Direct Plan Growth Option	12.8166
HSBC FTS 137 - IDCW - Tenure 1187 Days - Maturity: 18-Apr-2022	10
HSBC FTS 137 - IDCW Direct Plan - Tenure 1187 Days - Maturity: 18-Apr-2022	10
HSBC Fixed Term Series 139 - Direct Plan - Direct Plan - Growth Option	12.713
HSBC Fixed Term Series 139 - Growth Option	12.6054
HSBC FTS 139 - IDCW - Tenure 1163 Days - Maturity: 03-May-2022	10
HSBC FTS 139 - IDCW Direct Plan - Tenure 1163 Days - Maturity: 03-May-2022	10
HSBC Fixed Term Series 140 - Growth Option	12.5132
HSBC Fixed Term Series 140 Direct plan - Growth Option	12.6185
HSBC FTS 140 - IDCW - Tenure 1147 Days - Maturity: 15-Jun-2022	10
HSBC FTS 140 - IDCW Direct Plan - Tenure 1147 Days - Maturity: 15-Jun-2022	10
ICICI Prudential Capital Protection Oriented Fund - Series V - 60 Months - Cumulative	17.6463
ICICI Prudential Capital Protection Oriented Fund - Series V - 60 Months - Dividend	17.6463
ICICI Prudential Capital Protection Oriented Fund Series VI -1100 Days Plan B Cumulative Option	12.5091
ICICI Prudential Capital Protection Oriented Fund Series VI- 1100 Days Plan B Direct Plan Cumulative option	13.0276
ICICI Prudential Capital Protection Oriented Fund Series VI- 1100 Days Plan B Direct Plan Dividend Option	13.0275
ICICI Prudential Capital Protection Oriented Fund Series VI- 1100 Days Plan B Dividend Option	12.5091
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan D Direct Plan Cumulative Option	13.0413
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan D Direct Plan Dividend Option	13.0413
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan D Dividend Option	12.5263
ICICI Prudential Capital Protection Oriented Fund - Series VI -1100 Days Plan D Cumulative Option	12.5263
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan E Cumulative Option	12.5202
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan E Direct Plan Cumulative Option	13.0428
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan E Dividend Option	12.5202
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan F Cumulative Option	12.4678
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan F Direct Plan Cumulative Option	12.9984
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan F Direct Plan Dividend Option	12.9984
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan F Dividend Option	12.4678
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan G Cumulative Option	12.3047
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan G Direct Plan Cumulative Option	12.8230
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan G Direct Plan Dividend Option	12.8230
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan G Dividend Option	12.3047
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan H Cumulative Option	12.3715
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan H Direct Plan Cumulative Option	12.8837
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan H Direct Plan Dividend Option	12.8837
ICICI Prudential Capital Protection Oriented Fund - Series VI - 1100 Days Plan H Dividend Option	12.3715
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan C Cumulative Option	12.373
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan C Direct Plan Cumulative Option	12.9201
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan C Direct Plan Dividend Option	12.9201
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan C Dividend Option	12.373
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan E Cumulative Option	12.0871
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan E Direct Plan Cumulative Option	12.5409
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan E Direct Plan Dividend Option	12.5409
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan E Dividend Option	12.0871
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1285 Days Plan A Cumulative Option	12.9737
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1285 Days Plan A Direct Plan Cumulative Option	13.5048
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1285 Days Plan A Direct Plan Dividend Option	13.5048
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1285 Days Plan A Dividend Option	12.9737
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1285 Days Plan B Cumulative Option	12.8347
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1285 Days Plan B Direct Plan Cumulative Option	13.3986
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1285 Days Plan B Direct Plan Dividend Option	13.3986
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1285 Days Plan B Dividend Option	12.8347
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1101 Days Plan D Cumulative Option	11.8819
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1101 Days Plan D Direct Plan Cumulative Option	12.3263
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1101 Days Plan D Direct Plan Dividend Option	12.3263
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1101 Days Plan D Dividend Option	11.8819
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1101 Days Plan G Cumulative Option	11.8187
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1101 Days Plan G Direct Plan Cumulative Option	12.3975
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1101 Days Plan G Dividend Option	11.8187
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan B Cumulative Option	11.9800
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan B Direct Plan Cumulative Option	12.4874
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan B Direct Plan Dividend Option	12.4874
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan B Dividend Option	11.9800
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan C Cumulative Option	11.9788
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan C Direct Plan Cumulative Option	12.4991
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan C Direct Plan Dividend Option	12.4991
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1103 Days Plan C Dividend Option	11.9788
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1107 Days Plan E Cumulative Option	12.0358
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1107 Days Plan E Direct Plan Cumulative Option	12.6391
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1107 Days Plan E Direct Plan Dividend Option	12.6391
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1107 Days Plan E Dividend Option	12.0358
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1115 Days Plan F Cumulative Option	12.0153
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1115 Days Plan F Direct Plan Cumulative Option	12.4129
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1115 Days Plan F Direct Plan Dividend Option	12.4129
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1115 Days Plan F Dividend Option	12.0153
ICICI Prudential Capital Protection Oriented Fund - Series X - 1235 Days Plan A Cumulative Option	12.3950
ICICI Prudential Capital Protection Oriented Fund - Series X - 1235 Days Plan A Direct Plan Cumulative Option	12.9146
ICICI Prudential Capital Protection Oriented Fund - Series X - 1235 Days Plan A Direct Plan Dividend Option	12.9146
ICICI Prudential Capital Protection Oriented Fund - Series X - 1235 Days Plan A Dividend Option	12.3950
ICICI Prudential Capital Protection Oriented Fund - Series X - 1375 Days Plan B Cumulative Plan	12.0112
ICICI Prudential Capital Protection Oriented Fund - Series X - 1375 Days Plan B Direct Plan Cumulative Plan	12.5474
ICICI Prudential Capital Protection Oriented Fund - Series X - 1375 Days Plan B Direct Plan Dividend Option	12.4908
ICICI Prudential Capital Protection Oriented Fund - Series X - 1375 Days Plan B Dividend Plan	11.9561
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan A 2056 Days - Cumulative Option	15.0207
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan A 2056 Days - Direct Plan - Cumulative Option	15.7703
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan A 2056 Days - Direct Plan - IDCW Option	15.7703
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan A 2056 Days - IDCW Option	15.0207
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days - Cumulative Option	11.8841
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days - Direct Plan - Cumulative Option	12.2923
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days - Direct Plan - Dividend Option	12.2923
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan B 1222 Days - Dividend Option	11.8841
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan C 1255 Days - Cumulative Option	11.8087
