Scheme Name	Net Asset Value
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan C 1255 Days - Direct Plan - Cumulative Option	12.1929
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan C 1255 Days - Direct Plan - Dividend Option	12.1929
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan C 1255 Days - Dividend Option	11.8087
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan D 1247 Days - Cumulative Option	11.7022
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan D 1247 Days - Direct Plan -  Cumulative Option	12.0545
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan D 1247 Days - Direct Plan -  Dividend Option	12.0545
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan D 1247 Days - Dividend Option	11.7022
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan E 1222 Days - Cumulative Option	11.7413
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan E 1222 Days - Direct Plan -  Cumulative Option	12.1225
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan E 1222 Days - Direct Plan -  Dividend Option	12.1225
ICICI Prudential Capital Protection Oriented Fund - Series XI - Plan E 1222 Days - Dividend Option	11.7413
ICICI Prudential Capital Protection Oriented Fund - Series XII - Plan A 1168 Days - Cumulative Option	11.8606
ICICI Prudential Capital Protection Oriented Fund - Series XII - Plan A 1168 Days - Direct Plan - Cumulative Option	12.2396
ICICI Prudential Capital Protection Oriented Fund - Series XII - Plan A 1168 Days - Direct Plan - Dividend Option	12.2396
ICICI Prudential Capital Protection Oriented Fund - Series XII - Plan A 1168 Days - Dividend Option	11.8606
ICICI Prudential Capital Protection Oriented Fund - Series XII - Plan C 1270 Days - Cumulative Option	12.2951
ICICI Prudential Capital Protection Oriented Fund - Series XII - Plan C 1270 Days - Direct Plan - Cumulative Option	12.6364
ICICI Prudential Capital Protection Oriented Fund - Series XII - Plan C 1270 Days - Direct Plan - IDCW Option	12.6364
ICICI Prudential Capital Protection Oriented Fund - Series XII - Plan C 1270 Days - IDCW OPtion	12.2951
ICICI Prudential Capital Protection Oriented Fund - Series XIV - Plan A 1275 Days - Cumulative Option	13.4277
ICICI Prudential Capital Protection Oriented Fund - Series XIV - Plan A 1275 Days - Direct Plan - Cumulative Option	13.5956
ICICI Prudential Capital Protection Oriented Fund - Series XIV - Plan A 1275 Days - Direct Plan - IDCW Option	13.5956
ICICI Prudential Capital Protection Oriented Fund - Series XIV - Plan A 1275 Days - IDCW Option	13.4277
ICICI Prudential Capital Protection Oriented Fund II - Series IX - 36 Months - Cumulative	14.4721
ICICI Prudential Capital Protection Oriented Fund II - Series IX - 36 Months - Dividend	14.4721
ICICI Prudential Capital Protection Oriented Fund II - Series X - 36 Months - Cumulative	13.8439
ICICI Prudential Capital Protection Oriented Fund II - Series X - 36 Months - Dividend	13.8439
ICICI Prudential Capital Protection Oriented Fund III - PLAN A - 36 Months - Cumulative	13.2790
ICICI Prudential Capital Protection Oriented Fund III - PLAN A - 36 Months - Dividend	13.2790
ICICI Prudential Capital Protection Oriented Fund III - PLAN B - 60 Months - Cumulative	16.5680
ICICI Prudential Capital Protection Oriented Fund III - PLAN B - 60 Months - Dividend	16.5680
ICICI Prudential Capital Protection Oriented Fund III - PLAN C - 36 Months - Cumulative	13.0113
ICICI Prudential Capital Protection Oriented Fund III - PLAN C - 36 Months - Dividend	13.0113
ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months - Cumulative	12.9111
ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months - Direct Plan - Cumulative	13.3938
ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months - Direct Plan - Dividend	13.3938
ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months - Dividend	12.9111
ICICI Prudential Capital Protection Oriented Fund III - PLAN E - 60 Months - Cumulative	16.6618
ICICI Prudential Capital Protection Oriented Fund III - PLAN E - 60 Months - Direct Plan - Cumulative	17.6037
ICICI Prudential Capital Protection Oriented Fund III - PLAN E - 60 Months - Direct Plan - Dividend	17.6037
ICICI Prudential Capital Protection Oriented Fund III - PLAN E - 60 Months - Dividend	16.6618
ICICI Prudential Capital Protection Oriented Fund III - PLAN F - 36 Months - Cumulative	12.9714
ICICI Prudential Capital Protection Oriented Fund III - PLAN F - 36 Months - Direct Plan - Cumulative	13.4547
ICICI Prudential Capital Protection Oriented Fund III - PLAN F - 36 Months - Direct Plan - Dividend	13.4547
ICICI Prudential Capital Protection Oriented Fund III - PLAN F - 36 Months - Dividend	12.9714
ICICI Prudential Capital Protection Oriented Fund III - PLAN G - 60 Months - Cumulative	16.2307
ICICI Prudential Capital Protection Oriented Fund III - PLAN G - 60 Months - Direct Plan - Cumulative	17.0757
ICICI Prudential Capital Protection Oriented Fund III - PLAN G - 60 Months - Dividend	16.2307
ICICI Prudential Capital Protection Oriented Fund III - PLAN H - 60 Months - Cumulative	16.1546
ICICI Prudential Capital Protection Oriented Fund III - PLAN H - 60 Months - Direct Plan - Cumulative	16.9644
ICICI Prudential Capital Protection Oriented Fund III - PLAN H - 60 Months - Direct Plan - Dividend	16.9644
ICICI Prudential Capital Protection Oriented Fund III - PLAN H - 60 Months - Dividend	16.1546
ICICI Prudential Capital Protection Oriented Fund IV - PLAN A - 60 Months - Cumulative	16.7957
ICICI Prudential Capital Protection Oriented Fund IV - PLAN A - 60 Months - Direct Plan - Cumulative	17.6315
ICICI Prudential Capital Protection Oriented Fund IV - PLAN A - 60 Months - Dividend	16.7957
ICICI Prudential Capital Protection Oriented Fund IV - PLAN C - 60 Months - Cumulative	16.7255
ICICI Prudential Capital Protection Oriented Fund IV - PLAN C - 60 Months - Direct Plan - Cumulative	17.5862
ICICI Prudential Capital Protection Oriented Fund IV - PLAN C - 60 Months - Direct Plan - Dividend	17.5862
ICICI Prudential Capital Protection Oriented Fund IV - PLAN C - 60 Months - Dividend	16.7255
ICICI Prudential Capital Protection Oriented Fund IV - PLAN D - 60 Months - Cumulative	15.9835
ICICI Prudential Capital Protection Oriented Fund IV - PLAN D - 60 Months - Direct Plan - Cumulative	17.0016
ICICI Prudential Capital Protection Oriented Fund IV - PLAN D - 60 Months - Direct Plan - Dividend	17.0016
ICICI Prudential Capital Protection Oriented Fund IV - PLAN D - 60 Months - Dividend	15.9835
ICICI Prudential Capital Protection Oriented Fund IV - PLAN E - 36 Months - Cumulative	13.5222
ICICI Prudential Capital Protection Oriented Fund IV - PLAN E - 36 Months - Direct Plan - Cumulative	14.0293
ICICI Prudential Capital Protection Oriented Fund IV - PLAN E - 36 Months - Direct Plan - Dividend	14.0293
ICICI Prudential Capital Protection Oriented Fund IV - PLAN E - 36 Months - Dividend	13.5222
ICICI Prudential Capital Protection Oriented Fund IV - PLAN F - 60 Months - Cumulative	16.07
ICICI Prudential Capital Protection Oriented Fund IV - PLAN F - 60 Months - Direct Plan - Cumulative	16.9694
ICICI Prudential Capital Protection Oriented Fund IV - PLAN F - 60 Months - Direct Plan - Dividend	16.9694
ICICI Prudential Capital Protection Oriented Fund IV - PLAN F - 60 Months - Dividend	16.07
ICICI Prudential Capital Protection Oriented Fund IV - PLAN G - 60 Months plan - Cumulative	15.9428
ICICI Prudential Capital Protection Oriented Fund IV - PLAN G - 60 Months Plan - Direct Plan - Cumulative	16.8027
ICICI Prudential Capital Protection Oriented Fund IV - PLAN G - 60 Months Plan - Direct Plan - Dividend	16.8027
ICICI Prudential Capital Protection Oriented Fund IV - PLAN G - 60 Months Plan - Dividend	15.9428
ICICI Prudential Capital Protection Oriented Fund IV - PLAN H - 36 Months plan - Cumulative	13.3397
ICICI Prudential Capital Protection Oriented Fund IV - PLAN H - 36 Months Plan - Direct Plan - Cumulative	13.8101
ICICI Prudential Capital Protection Oriented Fund IV - PLAN H - 36 Months Plan - Direct Plan - Dividend	13.8101
ICICI Prudential Capital Protection Oriented Fund IV - PLAN H - 36 Months Plan - Dividend	13.3397
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1101 Days Plan A Cumulative Option	12.0186
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1101 Days Plan A Direct Plan Cumulative Option	12.4065
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1101 Days Plan A Direct Plan Dividend Option	12.4065
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1101 Days Plan A Dividend Option	12.0186
ICICI Prudential Capital Protection Oriented Fund - Series IX -1103 Days Plan B Cumulative Option	11.9389
ICICI Prudential Capital Protection Oriented Fund - Series IX -1103 Days Plan B Direct Plan Cumulative Option	12.3086
ICICI Prudential Capital Protection Oriented Fund - Series IX -1103 Days Plan B Direct Plan Dividend Option	12.3085
ICICI Prudential Capital Protection Oriented Fund - Series IX -1103 Days Plan B Dividend Option	11.9389
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Cumulative Option	12.4619
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Direct Plan Cumulative Option	12.8288
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Direct Plan Dividend Option	12.8288
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1195 Days Plan C Dividend Option	12.4619
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1378 Days Plan D Cumulative Option	12.7669
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1378 Days Plan D Direct Plan Cumulative Option	13.3904
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1378 Days Plan D Direct Plan Dividend Option	13.3312
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1378 Days Plan D Dividend Option	12.7103
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1325 Days Plan E Cumulative Option	12.9587
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1325 Days Plan E Direct Plan Cumulative Option	13.5549
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1325 Days Plan E Direct Plan Dividend Option	13.5549
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1325 Days Plan E Dividend Option	12.9587
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Cumulative Option	12.5122
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Direct Plan Cumulative Option	13.0611
ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Dividend Option	12.5122
ICICI Prudential Capital Protection Oriented Fund V - PLAN A - 5 Years Plan - Cumulative	15.5892
ICICI Prudential Capital Protection Oriented Fund V - PLAN A - 5 Years Plan - Direct Plan - Cumulative	16.4550
ICICI Prudential Capital Protection Oriented Fund V - PLAN A - 5 Years Plan - Direct Plan - Dividend	16.4550
ICICI Prudential Capital Protection Oriented Fund V - PLAN A - 5 Years Plan - Dividend	15.5892
ICICI Prudential Capital Protection Oriented Fund V - PLAN B - 1100 Days - Cumulative	13.3404
ICICI Prudential Capital Protection Oriented Fund V - PLAN B - 1100 Days - Direct Plan - Cumulative	13.8312
ICICI Prudential Capital Protection Oriented Fund V - PLAN B - 1100 Days - Direct Plan - Dividend	13.8312
ICICI Prudential Capital Protection Oriented Fund V - PLAN B - 1100 Days - Dividend	13.3404
ICICI Prudential Capital Protection Oriented Fund V - PLAN C - 1825 Days - Cumulative	15.4260
ICICI Prudential Capital Protection Oriented Fund V - PLAN C - 1825 Days - Direct Plan - Cumulative	16.3351
ICICI Prudential Capital Protection Oriented Fund V - PLAN C - 1825 Days - Direct Plan - Dividend	16.3351
ICICI Prudential Capital Protection Oriented Fund V - PLAN C - 1825 Days - Dividend	15.4260
ICICI Prudential Capital Protection Oriented Fund V - PLAN D - 1100 Days - Cumulative	13.1477
ICICI Prudential Capital Protection Oriented Fund V - PLAN D - 1100 Days - Direct Plan - Cumulative	13.6485
ICICI Prudential Capital Protection Oriented Fund V - PLAN D - 1100 Days - Direct Plan - Dividend	13.6485
ICICI Prudential Capital Protection Oriented Fund V - PLAN D - 1100 Days - Dividend	13.1477
ICICI Prudential Capital Protection Oriented Fund V - PLAN E- 1100 Days - Cumulative	13.1446
ICICI Prudential Capital Protection Oriented Fund V - PLAN E- 1100 Days - Direct Plan - Cumulative	13.7146
ICICI Prudential Capital Protection Oriented Fund V - PLAN E- 1100 Days - Dividend	13.1446
ICICI Prudential Capital Protection Oriented Fund V -Plan F -1100 Days Direct Plan Cumulative Option	13.2817
ICICI Prudential Capital Protection Oriented Fund V- Plan F - 1100 Days -Dividend Option	12.7422
ICICI Prudential Capital Protection Oriented Fund V- Plan F -1100 Days Direct Plan Dividend Option	13.2817
ICICI Prudential Capital Protection Oriented Fund V- Plan F- 1100 Days -Cumulative Option	12.7422
ICICI Prudential Capital Protection Oriented Fund Series VI -1825 Days Plan A Cumulative Option	14.9675
ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan A Direct Plan Cumulative option	15.9313
ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan A Direct Plan Dividend Option	15.9313
ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan A Dividend Option	14.9675
ICICI Prudential Capital Protection Oriented Fund Series VI -1825 Days Plan C Direct Plan Cumulative Option	15.3491
ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan C Cumulative Option	14.5695
ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan C Direct Plan Dividend option	15.3491
ICICI Prudential Capital Protection Oriented Fund Series VI- 1825 Days Plan C Dividend Option	14.5695
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1822 Days Plan D Cumulative Option	13.6861
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1822 Days Plan D Direct Plan Cumulative Option	14.5015
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1822 Days Plan D Direct Plan Dividend Option	14.5015
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1822 Days Plan D Dividend Option	13.6861
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1285 Days Plan G Cumulative Option	12.1729
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1285 Days Plan G Direct Plan Cumulative Option	12.7261
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1285 Days Plan G Dividend Option	12.1729
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan H Cumulative Option	12.5336
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan H Direct Plan Cumulative Option	13.0869
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan H Direct Plan Dividend Option	13.0869
ICICI Prudential Capital Protection Oriented Fund - Series VII - 1284 Days Plan H Dividend Option	12.5336
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1300 Days Plan A Cumulative Option	12.3401
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1300 Days Plan A Direct Plan Cumulative Option	12.8884
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1300 Days Plan A Dividend Option	12.3401
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1105 Days Plan H Cumulative Option	12.0188
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1105 Days Plan H Direct Plan Cumulative Option	12.4958
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1105 Days Plan H Direct Plan Dividend Option	12.4958
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1105 Days Plan H Dividend Option	12.0188
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1290 Days Plan I Cumulative Option	12.2126
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1290 Days Plan I Direct Plan Cumulative Option	12.9001
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1290 Days Plan I Direct Plan Dividend Option	12.9001
ICICI Prudential Capital Protection Oriented Fund - Series VIII - 1290 Days Plan I Dividend Option	12.2126
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1284 Days Plan J Cumulative Option	12.3742
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1284 Days Plan J Direct Plan Cumulative Option	12.9428
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1284 Days Plan J Direct Plan Dividend Option	12.9428
ICICI Prudential Capital Protection Oriented Fund - Series VIII -1284 Days Plan J Dividend Option	12.3742
ICICI Prudential Fixed Maturity Plan-Corporate Bond Series A-750 Days - Cumulative Option	12.9083
ICICI Prudential Fixed Maturity Plan-Corporate Bond Series A-750 Days - Direct Plan-Cumulative Option	13.0539
ICICI Prudential Fixed Maturity Plan - Corporate Bond Series B - 1100 Days - Cumulative Option	13.1792
ICICI Prudential Fixed Maturity Plan - Corporate Bond Series B - 1100 Days - Direct Plan - Cumulative Option	13.3191
ICICI Prudential Fixed Maturity Plan - Corporate Bond Series B - 1100 Days - Direct Plan - Dividend Option	13.3191
ICICI Prudential Fixed Maturity Plan - Corporate Bond Series B - 1100 Days - Dividend Option	13.1792
ICICI Prudential Fixed Maturity Plan - Series - 74 -367 days Plan Z Cumulative Option	12.8014
ICICI Prudential Fixed Maturity Plan - Series -74 - 367 Days Plan Z Direct Plan Dividend Option	12.7623
ICICI Prudential Fixed Maturity Plan - Series -74 - 367 Days Plan Z Dividend Option	12.7426
ICICI Prudential Fixed Maturity Plan - Series 74 - 367 Days Plan Z Direct Plan Cumulative Option	12.8213
ICICI Prudential Fixed Maturity Plan-Series 69-1821 Days Plan I - Cumulative	15.1559
ICICI Prudential Fixed Maturity Plan-Series 69-1821 Days Plan I - Direct Plan - Cumulative	15.3683
ICICI Prudential Fixed Maturity Plan-Series 69-1821 Days Plan I - Direct Plan - Dividend	13.7239
ICICI Prudential Fixed Maturity Plan-Series 69-1821 Days Plan I - Dividend	13.6111
ICICI Prudential Fixed Maturity Plan-Series 71-366 Days Plan C - Cumulative	12.8508
ICICI Prudential Fixed Maturity Plan-Series 71-366 Days Plan C - Direct Plan - Cumulative	12.8817
ICICI Prudential Fixed Maturity Plan-Series 71-366 Days Plan C - Dividend	11.8762
ICICI Prudential Fixed Maturity Plan-Series 71-547 Days Plan B - Cumulative	13.5397
ICICI Prudential Fixed Maturity Plan-Series 71-547 Days Plan B - Direct Plan - Cumulative	13.6004
ICICI Prudential Fixed Maturity Plan-Series 71-547 Days Plan B - Direct Plan - Dividend	13.5408
